sadate,country_name,new_confirmed,cumulative_confirmed,new_deceased,cumulative_deceased,population,latitude,longitude
2020-01-01,Ethiopia,0.0,0.0,0.0,0.0,114963583.0,9.0,40.0
2020-01-01,Falkland Islands,0.0,0.0,0.0,0.0,3483.0,-51.73,-59.22
2020-01-01,Faroe Islands,0.0,0.0,0.0,0.0,48865.0,61.969944,-6.844481
2020-01-01,Fiji,0.0,,0.0,,896444.0,-18.0,178.0
2020-01-01,Finland,0.0,0.0,0.0,0.0,5517919.0,65.0,27.0
2020-01-01,France,0.0,,0.0,,907331.0,46.333333,2.483333
2020-01-01,French Guiana,0.0,0.0,0.0,0.0,298682.0,3.99886,-52.99994
2020-01-01,French Polynesia,0.0,0.0,0.0,0.0,280904.0,-17.533333,-149.566667
2020-01-01,French Southern Territories,0.0,,0.0,,196.0,-43.0,67.0
2020-01-01,Gabon,0.0,0.0,0.0,0.0,2225728.0,-0.683331,11.5
2020-01-01,Gambia,0.0,0.0,0.0,0.0,2416664.0,13.5,-15.5
2020-01-01,Georgia,0.0,0.0,0.0,0.0,3989175.0,17.6,-51.143889
2020-01-01,Germany,0.0,,0.0,,485684.0,51.25,7.0
2020-01-01,Ghana,0.0,0.0,0.0,0.0,31072945.0,8.0,-0.5
2020-01-01,Gibraltar,0.0,0.0,0.0,0.0,33691.0,36.13775,-5.345361
2020-01-01,Greece,0.0,0.0,0.0,0.0,10724599.0,38.5,23.0
2020-01-01,Greenland,0.0,0.0,0.0,0.0,56772.0,72.0,-40.0
2020-01-01,Grenada,0.0,,0.0,,112519.0,12.116667,-61.666667
2020-01-01,Guam,0.0,0.0,0.0,0.0,168783.0,13.5,144.8
2020-01-01,Guatemala,0.0,,0.0,,488395.0,14.282778,-89.8925
2020-01-01,Guernsey,0.0,0.0,0.0,0.0,63276.0,49.4558,-2.5775
2020-01-01,Guinea,0.0,0.0,0.0,0.0,13132792.0,10.0,-11.0
2020-01-01,Guinea-Bissau,0.0,0.0,0.0,0.0,1967998.0,12.0,-15.0
2020-01-01,Guyana,0.0,0.0,0.0,0.0,786559.0,5.733333,-59.316667
2020-01-01,Haiti,0.0,,0.0,,276346.9143447958,19.45,-72.6833
2020-01-01,Heard Island and McDonald Islands,0.0,,0.0,,0.0,-53.09354,73.516992
2020-01-01,Honduras,0.0,,0.0,,455507.0,13.933333,-86.85
2020-01-01,Hong Kong,0.0,,0.0,,7496988.0,22.278333,114.158611
2020-01-01,Hungary,0.0,0.0,0.0,0.0,9772756.0,47.0,19.0
2020-01-01,Iceland,0.0,0.0,0.0,0.0,356991.0,65.0,-19.0
2020-01-01,India,0.0,,0.0,,2888445.0,20.93,77.75
2020-01-01,Indonesia,0.0,,0.0,,323554.0,-1.38333,102.317
2020-01-01,Iran,0.0,0.0,0.0,0.0,83992953.0,32.0,53.0
2020-01-01,Iraq,0.0,,0.0,,1694895.0,35.516667,45.316667
2020-01-01,Ireland,0.0,0.0,0.0,0.0,4904240.0,53.333333,-8.0
2020-01-01,Isle of Man,0.0,0.0,0.0,0.0,85032.0,54.235,-4.525
2020-01-01,Israel,0.0,,0.0,,246.0,31.221097,34.3545
2020-01-01,Italy,0.0,,0.0,,390011.0,41.316667,16.283333
2020-01-01,Ivory Coast,0.0,0.0,0.0,0.0,26378275.0,8.0,-6.0
2020-01-01,Jamaica,0.0,0.0,0.0,0.0,2961161.0,18.18,-77.4
2020-01-01,Japan,0.0,,0.0,,1305650.0,32.750417,129.867722
2020-01-01,Jersey,0.0,0.0,0.0,0.0,105500.0,49.19,-2.11
2020-01-01,Jordan,0.0,0.0,0.0,0.0,10203140.0,31.2,36.5
2020-01-01,Kazakhstan,0.0,0.0,0.0,0.0,18776707.0,48.0,68.0
2020-01-01,Kenya,0.0,,0.0,,693558.0,-0.416667,36.95
2020-01-01,Kiribati,0.0,,0.0,,119446.0,1.466667,173.033333
2020-01-01,Kosovo,0.0,,0.0,,1883018.0,42.55,20.833333
2020-01-01,Kuwait,0.0,0.0,0.0,0.0,4270563.0,29.166667,47.6
2020-01-01,Kyrgyzstan,0.0,0.0,0.0,0.0,6524191.0,41.0,75.0
2020-01-01,Laos,0.0,0.0,0.0,0.0,7275556.0,18.2,104.1
2020-01-01,Latvia,0.0,0.0,0.0,0.0,1919968.0,57.0,25.0
2020-01-01,Lebanon,0.0,0.0,0.0,0.0,6825442.0,33.833333,35.766667
2020-01-01,Lesotho,0.0,0.0,0.0,0.0,2142252.0,-29.55,28.25
2020-01-01,Liberia,0.0,0.0,0.0,0.0,5057677.0,6.533333,-9.75
2020-01-01,Libya,0.0,,0.0,,50824.0,31.74554,13.98354
2020-01-01,Liechtenstein,0.0,0.0,0.0,0.0,38378.0,47.145,9.553889
2020-01-01,Lithuania,0.0,0.0,0.0,0.0,2794184.0,55.2,24.0
2020-01-01,Luxembourg,0.0,0.0,0.0,0.0,613894.0,49.77,6.13
2020-01-01,Macau,0.0,,0.0,,649342.0,22.166667,113.55
2020-01-01,Macedonia,0.0,0.0,0.0,0.0,2077132.0,17.6,-51.143889
2020-01-01,Madagascar,0.0,0.0,0.0,0.0,27691019.0,-20.0,47.0
2020-01-01,Malawi,0.0,0.0,0.0,0.0,19129955.0,-13.0,34.0
2020-01-01,Malaysia,0.0,,0.0,,1684600.0,3.75,102.5
2020-01-01,Maldives,0.0,0.0,0.0,0.0,540542.0,4.18,73.51
2020-01-01,Mali,0.0,0.0,0.0,0.0,20250834.0,17.0,-4.0
2020-01-01,Malta,0.0,0.0,0.0,0.0,493559.0,35.883333,14.5
2020-01-01,Marshall Islands,0.0,,0.0,,59194.0,9.82,169.29
2020-01-01,Martinique,0.0,0.0,0.0,0.0,375265.0,14.65,-61.015
2020-01-01,Mauritania,0.0,0.0,0.0,0.0,4649660.0,21.0,-11.0
2020-01-01,Mauritius,0.0,0.0,0.0,0.0,1271767.0,-20.2,57.5
2020-01-01,Mayotte,0.0,0.0,0.0,0.0,272813.0,-12.843056,45.138333
2020-01-01,Mexico,0.0,,0.0,,7916.0,28.833333,-106.633333
2020-01-01,Micronesia,0.0,0.0,0.0,0.0,115021.0,12.0,152.0
2020-01-01,Moldova,0.0,0.0,0.0,0.0,4033963.0,47.25,28.516667
2020-01-01,Monaco,0.0,0.0,0.0,0.0,39244.0,43.731111,7.42
2020-01-01,Mongolia,0.0,0.0,0.0,0.0,3278292.0,47.0,104.0
2020-01-01,Montenegro,0.0,0.0,0.0,0.0,622182.0,42.766667,19.216667
2020-01-01,Montserrat,0.0,0.0,0.0,0.0,4999.0,16.75,-62.2
2020-01-01,Morocco,0.0,0.0,0.0,0.0,36910558.0,32.0,-6.0
2020-01-01,Mozambique,0.0,,0.0,,276346.9143447958,-25.5,32.333333
2020-01-01,Myanmar,0.0,0.0,0.0,0.0,54409794.0,22.0,96.0
2020-01-01,Namibia,0.0,,0.0,,2540916.0,-23.0,17.0
2020-01-01,Nauru,0.0,,0.0,,10834.0,-0.533333,166.933333
2020-01-01,Nepal,0.0,0.0,0.0,0.0,29136808.0,28.0,84.0
2020-01-01,Netherlands,0.0,,0.0,,13656.0,53.066667,4.8
2020-01-01,Netherlands Antilles,0.0,,0.0,,197041.0,15.0,-66.0
2020-01-01,New Caledonia,0.0,0.0,0.0,0.0,285491.0,-21.25,165.3
2020-01-01,New Zealand,0.0,,0.0,,4822233.0,-41.2,174.0
2020-01-01,Nicaragua,0.0,,0.0,,208523.0,13.756944,-86.185
2020-01-01,Niger,0.0,0.0,0.0,0.0,24206636.0,17.0,10.0
2020-01-01,Nigeria,0.0,0.0,0.0,0.0,206139587.0,9.0,8.0
2020-01-01,Niue,0.0,0.0,0.0,0.0,1618.0,-19.05,-169.916667
2020-01-01,Norfolk Island,0.0,,0.0,,2188.0,-29.033333,167.949722
2020-01-01,North Korea,0.0,0.0,0.0,0.0,25778815.0,40.0,127.0
2020-01-01,Northern Mariana Islands,0.0,0.0,0.0,0.0,57557.0,16.705,145.78
2020-01-01,Norway,0.0,,0.0,,18.0,70.983333,-8.533333
2020-01-01,Oman,0.0,0.0,0.0,0.0,5106622.0,21.0,57.0
2020-01-01,Pakistan,0.0,,0.0,,26896829.0,34.343,72.18
2020-01-01,Palau,0.0,0.0,0.0,0.0,18092.0,7.466667,134.55
2020-01-01,Palestine,0.0,0.0,0.0,0.0,5101416.0,17.6,-51.143889
2020-01-01,Panama,0.0,,0.0,,226991.0,8.0,-81.0
2020-01-01,Papua New Guinea,0.0,0.0,0.0,0.0,8947027.0,-6.3,147.0
2020-01-01,Paraguay,0.0,,0.0,,184530.0,-26.2,-56.383333
2020-01-01,Peru,0.0,,0.0,,5679.0,-16.147682,-70.067449
2020-01-01,Philippines,0.0,,0.0,,15992.0,14.6,121.0
2020-01-01,Pitcairn Islands,0.0,0.0,0.0,0.0,50.0,-25.067781,-130.104578
2020-01-01,Poland,0.0,,0.0,,56860.0,52.919167,22.514444
2020-01-01,Portugal,0.0,,0.0,,438864.0,37.014444,-7.935278
2020-01-01,Puerto Rico,0.0,0.0,0.0,0.0,2860840.0,18.25,-66.5
2020-01-01,Qatar,0.0,0.0,0.0,0.0,2881060.0,25.269535,51.212767
2020-01-01,Republic of the Congo,0.0,0.0,0.0,0.0,5518092.0,-0.75,15.383331
2020-01-01,Romania,0.0,,0.0,,401006.0,45.87,24.23
2020-01-01,Russia,0.0,,0.0,,997778.0,47.233333,47.233333
2020-01-01,Rwanda,0.0,0.0,0.0,0.0,12952209.0,-1.940278,29.873889
2020-01-01,Réunion,0.0,0.0,0.0,0.0,895308.0,-21.114444,55.5325
2020-01-01,Saint Helena,0.0,0.0,0.0,0.0,6071.0,-15.95,-5.716667
2020-01-01,Saint Kitts and Nevis,0.0,0.0,0.0,0.0,53192.0,17.271667,-62.666669
2020-01-01,Saint Lucia,0.0,0.0,0.0,0.0,183629.0,13.883333,-60.966667
2020-01-01,Saint Vincent and the Grenadines,0.0,0.0,0.0,0.0,110947.0,12.9,-61.233333
2020-01-01,Samoa,0.0,,0.0,,198410.0,-13.745,-172.2175
2020-01-01,San Marino,0.0,0.0,0.0,0.0,33938.0,43.933333,12.466667
2020-01-01,Saudi Arabia,0.0,0.0,0.0,0.0,34813867.0,23.716667,44.116667
2020-01-01,Senegal,0.0,0.0,0.0,0.0,16743930.0,14.366667,-14.283333
2020-01-01,Serbia,0.0,0.0,0.0,0.0,6963764.0,43.95,20.933333
2020-01-01,Seychelles,0.0,0.0,0.0,0.0,98340.0,-7.1,52.766667
2020-01-01,Sierra Leone,0.0,,0.0,,276346.9143447958,8.0629,-12.44401
2020-01-01,Singapore,0.0,0.0,0.0,0.0,5850343.0,1.3,103.8
2020-01-01,Sint Maarten,0.0,0.0,0.0,0.0,42882.0,18.031944,-63.067778
2020-01-01,Slovakia,0.0,,0.0,,677900.0,48.306944,18.086389
2020-01-01,Slovenia,0.0,,0.0,,324104.0,46.55,15.633333
2020-01-01,Solomon Islands,0.0,0.0,0.0,0.0,686878.0,-9.466667,159.816667
2020-01-01,Somalia,0.0,0.0,0.0,0.0,15893219.0,6.0,47.0
2020-01-01,South Africa,0.0,,0.0,,74247.0,-32.666667,22.25
2020-01-01,South Georgia and the South Sandwich Islands,0.0,,0.0,,30.0,-54.25,-36.75
2020-01-01,South Korea,0.0,,0.0,,3453198.0,35.18,129.075
2020-01-01,South Sudan,0.0,0.0,0.0,0.0,11193729.0,7.0,30.0
2020-01-01,Spain,0.0,,0.0,,3097.0,41.571944,2.528611
2020-01-01,Sri Lanka,0.0,0.0,0.0,0.0,21413250.0,7.0,81.0
2020-01-01,Sudan,0.0,,0.0,,276346.9143447958,11.133333,29.883333
2020-01-01,Suriname,0.0,0.0,0.0,0.0,586634.0,4.0,-56.0
2020-01-01,Svalbard and Jan Mayen,0.0,,0.0,,276346.9143447958,78.635166,21.993908
2020-01-01,Swaziland,0.0,0.0,0.0,0.0,1160164.0,-26.483333,31.433333
2020-01-01,Sweden,0.0,,0.0,,199886.0,56.79,14.44
2020-01-01,Switzerland,0.0,,0.0,,507697.0,47.333333,9.166667
2020-01-01,Syria,0.0,0.0,0.0,0.0,17500657.0,35.216667,38.583333
2020-01-01,São Tomé and Príncipe,0.0,0.0,0.0,0.0,219161.0,0.316667,6.6
2020-01-01,Taiwan,0.0,,0.0,,367107.0,25.12825,121.7419
2020-01-01,Tajikistan,0.0,0.0,0.0,0.0,9537642.0,38.583333,71.366667
2020-01-01,Tanzania,0.0,0.0,0.0,0.0,59734213.0,-6.307,34.854
2020-01-01,Thailand,0.0,,0.0,,858988.0,16.826389,100.260281
2020-01-01,Togo,0.0,0.0,0.0,0.0,8278736.0,8.25,1.183333
2020-01-01,Tokelau,0.0,,0.0,,1350.0,-9.166667,-171.833333
2020-01-01,Tonga,0.0,,0.0,,105697.0,-20.587778,-174.810278
2020-01-01,Trinidad and Tobago,0.0,0.0,0.0,0.0,1399491.0,10.666667,-61.516667
2020-01-01,Tunisia,0.0,0.0,0.0,0.0,11818618.0,34.0,10.0
2020-01-01,Turkey,0.0,,0.0,,82003882.0,39.0,36.0
2020-01-01,Turkmenistan,0.0,0.0,0.0,0.0,6031187.0,39.0,60.0
2020-01-01,Turks and Caicos Islands,0.0,0.0,0.0,0.0,38718.0,21.78,-71.8
2020-01-01,Tuvalu,0.0,,0.0,,11792.0,-7.475,178.005556
2020-01-01,Uganda,0.0,0.0,0.0,0.0,45741000.0,1.28,32.39
2020-01-01,Ukraine,0.0,,0.0,,2694007.0,49.59,36.43
2020-01-01,United Arab Emirates,0.0,0.0,0.0,0.0,9890400.0,24.4,54.3
2020-01-01,United Kingdom,0.0,,0.0,,275562.0,53.445,-2.998
2020-01-01,United States Minor Outlying Islands,0.0,,0.0,,190.0,19.3,166.633333
2020-01-01,United States Virgin Islands,0.0,0.0,0.0,0.0,104423.0,18.333333,-64.833333
2020-01-01,United States of America,0.0,,0.0,,46639.0,42.232937,-78.026093
2020-01-01,Uruguay,0.0,,0.0,,124878.0,-31.315833,-57.036667
2020-01-01,Uzbekistan,0.0,0.0,0.0,0.0,33469199.0,41.0,66.0
2020-01-01,Vanuatu,0.0,0.0,0.0,0.0,307150.0,-16.633331,168.016669
2020-01-01,Vatican City,0.0,0.0,0.0,0.0,809.0,41.904,12.453
2020-01-01,Venezuela,0.0,,0.0,,4323467.0,9.84,-72.25
2020-01-01,Vietnam,0.0,0.0,0.0,0.0,97338583.0,16.0,108.0
2020-01-01,Wallis and Futuna,0.0,,0.0,,11246.0,-14.30181,-178.10932
2020-01-01,Western Sahara,0.0,,0.0,,597330.0,25.0,-13.0
2020-01-01,Yemen,0.0,0.0,0.0,0.0,29825968.0,15.5,48.0
2020-01-01,Zambia,0.0,0.0,0.0,0.0,18383956.0,-14.0,28.0
2020-01-01,Zimbabwe,0.0,0.0,0.0,0.0,14862927.0,-19.0,30.0
2020-01-02,Algeria,1.0,1.0,30.0,30.0,43851043.0,28.0,1.0
2020-01-02,Angola,1.0,1.0,3.0,3.0,32866267.0,-12.35,17.35
2020-01-02,Benin,1.0,1.0,2.0,2.0,12123198.0,8.833333,2.183333
2020-01-02,Botswana,3.0,3.0,1.0,1.0,2351625.0,-22.2,23.7
2020-01-02,Burkina Faso,2.0,2.0,3.0,3.0,20903278.0,12.266667,-2.066667
2020-01-02,Burundi,2.0,2.0,1.0,1.0,11890781.0,-3.666667,29.816667
2020-01-02,Cameroon,2.0,2.0,6.0,6.0,26545864.0,7.0,12.0
2020-01-02,Cape Verde,1.0,1.0,2.0,2.0,555988.0,15.916667,-24.083333
2020-01-02,Central African Republic,1.0,1.0,1.0,1.0,4829764.0,6.7,20.9
2020-01-02,Chad,1.0,1.0,12.0,12.0,16425859.0,15.466667,19.4
2020-01-02,Comoros,1.0,1.0,1.0,1.0,869595.0,-12.23333,44.44553
2020-01-02,Equatorial Guinea,1.0,1.0,1.0,1.0,1402985.0,1.5,10.0
2020-01-02,Eritrea,1.0,1.0,1.0,1.0,3546427.0,15.483333,38.25
2020-01-02,Ethiopia,1.0,1.0,23.0,23.0,114963583.0,9.0,40.0
2020-01-02,Finland,1.0,1.0,0.0,0.0,5517919.0,65.0,27.0
2020-01-02,Gabon,1.0,1.0,3.0,3.0,2225728.0,-0.683331,11.5
2020-01-02,Gambia,1.0,1.0,113.0,113.0,2416664.0,13.5,-15.5
2020-01-02,Ghana,1.0,1.0,301.0,301.0,31072945.0,8.0,-0.5
2020-01-02,Guinea,1.0,1.0,2.0,2.0,13132792.0,10.0,-11.0
2020-01-02,Guinea-Bissau,2.0,2.0,1.0,1.0,1967998.0,12.0,-15.0
2020-01-02,Ivory Coast,1.0,1.0,2.0,2.0,26378275.0,8.0,-6.0
2020-01-02,Lesotho,1.0,1.0,19.0,19.0,2142252.0,-29.55,28.25
2020-01-02,Liberia,1.0,1.0,1.0,1.0,5057677.0,6.533333,-9.75
2020-01-02,Madagascar,1.0,1.0,1.0,1.0,27691019.0,-20.0,47.0
2020-01-02,Malawi,3.0,3.0,1.0,1.0,19129955.0,-13.0,34.0
2020-01-02,Mali,1.0,1.0,1.0,1.0,20250834.0,17.0,-4.0
2020-01-02,Mauritania,1.0,1.0,149.0,149.0,4649660.0,21.0,-11.0
2020-01-02,Mauritius,3.0,3.0,1.0,1.0,1271767.0,-20.2,57.5
2020-01-02,Niger,1.0,1.0,55.0,55.0,24206636.0,17.0,10.0
2020-01-02,Nigeria,1.0,1.0,3.0,3.0,206139587.0,9.0,8.0
2020-01-02,Republic of the Congo,1.0,1.0,1.0,1.0,5518092.0,-0.75,15.383331
2020-01-02,Rwanda,1.0,1.0,1.0,1.0,12952209.0,-1.940278,29.873889
2020-01-02,Senegal,1.0,1.0,137.0,137.0,16743930.0,14.366667,-14.283333
2020-01-02,Seychelles,2.0,2.0,1.0,1.0,98340.0,-7.1,52.766667
2020-01-02,South Sudan,1.0,1.0,6.0,6.0,11193729.0,7.0,30.0
2020-01-02,Swaziland,1.0,1.0,1.0,1.0,1160164.0,-26.483333,31.433333
2020-01-02,São Tomé and Príncipe,4.0,4.0,4.0,4.0,219161.0,0.316667,6.6
2020-01-02,Tanzania,1.0,1.0,1.0,1.0,59734213.0,-6.307,34.854
2020-01-02,Togo,1.0,1.0,1.0,1.0,8278736.0,8.25,1.183333
2020-01-02,Uganda,1.0,1.0,1.0,1.0,45741000.0,1.28,32.39
2020-01-02,Zambia,2.0,2.0,3.0,3.0,18383956.0,-14.0,28.0
2020-01-02,Zimbabwe,1.0,1.0,5.0,5.0,14862927.0,-19.0,30.0
2020-01-03,Algeria,0.0,1.0,0.0,30.0,43851043.0,28.0,1.0
2020-01-03,Angola,0.0,1.0,0.0,3.0,32866267.0,-12.35,17.35
2020-01-03,Benin,0.0,1.0,0.0,2.0,12123198.0,8.833333,2.183333
2020-01-03,Botswana,0.0,3.0,0.0,1.0,2351625.0,-22.2,23.7
2020-01-03,Burkina Faso,0.0,2.0,0.0,3.0,20903278.0,12.266667,-2.066667
2020-01-03,Burundi,0.0,2.0,0.0,1.0,11890781.0,-3.666667,29.816667
2020-01-03,Cameroon,0.0,2.0,0.0,6.0,26545864.0,7.0,12.0
2020-01-03,Cape Verde,0.0,1.0,0.0,2.0,555988.0,15.916667,-24.083333
2020-01-03,Central African Republic,0.0,1.0,0.0,1.0,4829764.0,6.7,20.9
2020-01-03,Chad,0.0,1.0,0.0,12.0,16425859.0,15.466667,19.4
2020-01-03,Comoros,0.0,1.0,0.0,1.0,869595.0,-12.23333,44.44553
2020-01-03,Equatorial Guinea,0.0,1.0,0.0,1.0,1402985.0,1.5,10.0
2020-01-03,Eritrea,0.0,1.0,0.0,1.0,3546427.0,15.483333,38.25
2020-01-03,Ethiopia,0.0,1.0,0.0,23.0,114963583.0,9.0,40.0
2020-01-03,Finland,0.0,1.0,0.0,0.0,5517919.0,65.0,27.0
2020-01-03,Gabon,0.0,1.0,0.0,3.0,2225728.0,-0.683331,11.5
2020-01-03,Gambia,0.0,1.0,0.0,113.0,2416664.0,13.5,-15.5
2020-01-03,Ghana,0.0,1.0,0.0,301.0,31072945.0,8.0,-0.5
2020-01-03,Guinea,0.0,1.0,0.0,2.0,13132792.0,10.0,-11.0
2020-01-03,Guinea-Bissau,0.0,2.0,0.0,1.0,1967998.0,12.0,-15.0
2020-01-03,Ivory Coast,0.0,1.0,0.0,2.0,26378275.0,8.0,-6.0
2020-01-03,Lesotho,0.0,1.0,0.0,19.0,2142252.0,-29.55,28.25
2020-01-03,Liberia,0.0,1.0,0.0,1.0,5057677.0,6.533333,-9.75
2020-01-03,Madagascar,0.0,1.0,0.0,1.0,27691019.0,-20.0,47.0
2020-01-03,Malawi,0.0,3.0,0.0,1.0,19129955.0,-13.0,34.0
2020-01-03,Mali,0.0,1.0,0.0,1.0,20250834.0,17.0,-4.0
2020-01-03,Mauritania,0.0,1.0,0.0,149.0,4649660.0,21.0,-11.0
2020-01-03,Mauritius,0.0,3.0,0.0,1.0,1271767.0,-20.2,57.5
2020-01-03,Namibia,2.0,2.0,1.0,1.0,2540916.0,-23.0,17.0
2020-01-03,Niger,0.0,1.0,0.0,55.0,24206636.0,17.0,10.0
2020-01-03,Nigeria,0.0,1.0,0.0,3.0,206139587.0,9.0,8.0
2020-01-03,Republic of the Congo,0.0,1.0,0.0,1.0,5518092.0,-0.75,15.383331
2020-01-03,Rwanda,0.0,1.0,0.0,1.0,12952209.0,-1.940278,29.873889
2020-01-03,Senegal,0.0,1.0,0.0,137.0,16743930.0,14.366667,-14.283333
2020-01-03,Seychelles,0.0,2.0,0.0,1.0,98340.0,-7.1,52.766667
2020-01-03,South Sudan,0.0,1.0,0.0,6.0,11193729.0,7.0,30.0
2020-01-03,Swaziland,0.0,1.0,0.0,1.0,1160164.0,-26.483333,31.433333
2020-01-03,São Tomé and Príncipe,0.0,4.0,0.0,4.0,219161.0,0.316667,6.6
2020-01-03,Tanzania,0.0,1.0,0.0,1.0,59734213.0,-6.307,34.854
